,dialog_act,utterance_content
13848,inform,im looking for a moderately priced restaurant
20597,inform,i dont care
5021,inform,it doesnt matter
5238,request,what is the address
10372,inform,portuguese food
15648,request,what type of food is it
7838,thankyou,thank you good bye
9700,inform,cheap restaurant
23944,inform,uh east
46,thankyou,thank you good bye
12439,inform,south area
2533,inform,i need a caribbean restaurant in the south part of town
7633,request,phone number
15429,inform,south
18541,inform,greek food
7084,inform,turkish type of food
8960,hello,hi im looking for an restaurant in the center that serves korean food
24718,thankyou,thank you good bye
5988,request,whats the phone number
16336,affirm,yes serving chinese food
14497,thankyou,thank you good bye
4924,inform,south part of town
18012,inform,north american food
24192,reqalts,how about mediterranean food
6220,inform,any
1249,bye,good bye
6635,thankyou,thank you good bye
954,reqalts,i hate golden wok is there anything else
3556,inform,moderate
7446,thankyou,thank you good bye
20076,request,can i get the address and post code
2273,request,address
6657,affirm,yes
22842,affirm,yes
19997,inform,moderate
22450,inform,im looking for a moderately priced restaurant that serves japanese
16704,thankyou,thank you good bye
16975,inform,cheap
18107,thankyou,thank you goodbye
13290,inform,restaurant north part of town
16778,inform,east
12426,inform,dont care
17877,inform,i want an expensive restaurant that serves portuguese food
13441,inform,i dont care
23658,request,post code
22818,thankyou,thank you goodbye
23044,request,address
17454,inform,im looking for a cheap restaurant in the north part of town
18823,thankyou,thank you goodbye
23562,request,phone number
8889,reqalts,how about french
5611,reqalts,is there anything else
7003,reqmore,more
631,inform,indian food
13015,request,phone number
8334,inform,east
12826,inform,i dont care
161,inform,italian
22623,inform,west
4536,reqalts,is there anything else
3732,inform,west
17963,request,ah where is it
19057,inform,russian food
18819,inform,yea im looking for an expensive restaurant in the south part of town
3238,request,may i have the address and type of food
17438,thankyou,thank you bye
21893,inform,mexican food
11986,request,what is the phone number
23899,inform,spanish
8689,request,what is the address
2520,inform,indian food
11515,inform,i dont care
8725,inform,west
13463,inform,can i have the corsica
2599,request,phone number
19136,inform,doesnt matter
9331,request,may i have the address
749,thankyou,thank you
8769,inform,portugese
6164,request,phone number
12302,thankyou,thank you
5576,inform,im looking for a restaurant that serves bistro food in the center of
13503,inform,cantonese
19106,inform,i want to find an expensive restaurant that serves korean food
9931,affirm,yes
2844,request,phone number
5148,request,whats the phone number
17474,inform,expensive
22846,inform,of the restaurant please
19915,negate,no i want thai food
18332,request,what is their address
1941,request,um can i get the address and phone number
3248,thankyou,thank you good bye
6384,thankyou,okay thank you good bye
20488,inform,what about mediterranean food
6043,bye,okay thank you very much and good bye
16587,inform,center of town
7230,request,phone number
22286,thankyou,thank you good bye
18294,bye,good bye
20368,inform,im looking for a restaurant in the west part of town
23701,inform,thai
114,inform,restaurant in the west part of town
1062,inform,north american type of food
20212,thankyou,thank you good bye
10527,request,phone number
23491,inform,noise i am looking for a moderately priced restaurant unintelligible
20205,thankyou,thank you good bye
21925,request,phone number
1971,inform,it doesnt matter
10127,inform,im looking for a restaurant in the east part of town that serves afghan food
4669,request,phone number
20658,inform,cheap restaurant
14966,ack,okay and what about the address
21507,thankyou,thank you good bye
15540,inform,i dont care
12684,request,and the phone number
23725,inform,doesnt matter
6842,request,whats the address
11208,inform,center
25361,request,phone number
12099,request,phone number
21621,inform,i dont care
8074,thankyou,thank you good bye
20215,request,address
8205,inform,any
16658,inform,moderately priced in the south part of town
1867,inform,japanese food
5939,inform,cheap restaurant
5084,inform,restaurant in the east part of town
793,inform,i am looking for an expensive restaurant that serves australian food
8066,request,what is the phone number
10193,thankyou,thank you good bye
20766,thankyou,thank you good bye
19377,thankyou,thank you good bye
22,request,can i have the address
23085,negate,no
12222,inform,west
8170,inform,east
18743,inform,expensive restaurant
24932,bye,okay thank you and good bye
22012,thankyou,okay thank you good bye
25054,request,phone number
7834,inform,indian food
24551,affirm,yes
19111,negate,no thank you goodbye
21069,inform,im looking to find a moderately priced restaurant
18971,request,address
7059,thankyou,thank you good bye
8692,inform,looking for a moderately priced restaurant and it needs to be in the south part of town
9678,affirm,yes
23464,inform,im looking for an expensive restaurant that serves thai food
5425,request,address
20930,inform,expensive
17435,request,phone number
11724,inform,any
23877,thankyou,thank you good bye
22789,inform,vietnamese
22553,request,may i have the phone number
18357,inform,any price range
8467,inform,north
20910,inform,moderate
20670,reqalts,how about mediterranean
9444,thankyou,thank you good bye
12871,inform,afghan
21443,inform,moderately priced
12808,inform,indian food
2831,inform,west part of town
8526,inform,jamcian food
19541,inform,doesnt matter
2598,request,the address
24332,thankyou,thank you good bye
505,thankyou,thank you good bye
17378,thankyou,thank you good bye
791,request,can i get the phone number and address
5886,request,what is the address
11746,restart,start over
8228,request,post code
15449,thankyou,thank you good bye
10056,request,what is the address
6267,reqalts,anything else
24217,affirm,yes
13053,thankyou,thank you good bye
11978,inform,any kind of food
25020,inform,i dont care
7155,inform,restaurant east
14552,request,see phone number and address
3356,request,what is the address
21363,request,may i have the phone number
24999,affirm,yes
1465,request,phone number
16387,request,uh what type of food
6045,affirm,uh yes im looking for an expensive restaurant that serves korean food
3928,request,whats their phone number
22421,reqalts,how about italian
4614,reqalts,is there anything else
15816,thankyou,thank you good bye
24072,inform,serves turkish food
12214,inform,indian food
14954,affirm,yes
2404,inform,jamaican food
3724,inform,any price range
17318,inform,north
23297,inform,italian food
10842,thankyou,thanks goodbye
5961,request,phone number
18032,inform,im looking for a moderately priced restaurant in the west part of town
23412,inform,cheap restaurant
15003,inform,spanish food
3746,inform,kosher food
13172,thankyou,thank you good bye
12988,thankyou,thank you good bye
8954,thankyou,thank you good bye
17939,inform,can i have a moderately priced restaurant in the south part of town
10033,request,what is the address
6515,inform,okay then any part of town
3952,thankyou,thank you goodbye
10567,inform,vietnam
2895,thankyou,thank you good bye
6000,thankyou,thank you good bye
8614,inform,doesnt matter
6338,request,whats the phone number
1803,reqalts,how about italian food
441,bye,good bye
12830,thankyou,thank you good bye
1950,inform,i would like to find a moderately priced restaurant in the north part of town please
22731,inform,im looking for a restaurant moderately pri
20963,inform,what about expensive food
20877,request,what is the address
6545,request,whats the phone number
1880,request,and what type of food do they serve
17069,inform,for something moderately priced on the east part of town
