,dialog_act,utterance_content
13853,request,okay may i get the address
13854,thankyou,thank you good bye
13855,inform,im looking for a cheap restaurant in the north part of town
13856,request,what food is available
13857,request,may i have the address
13858,request,may i have the phone number please
13859,thankyou,thank you good bye
13860,inform,cheap restaurant
13861,inform,east part
13862,request,address
13863,request,phone number
13864,thankyou,thank you good bye
13865,inform,im looking for am expensive restaurant in the south part
13866,inform,uh it doesnt matter
13867,inform,hindi food is okay
13868,inform,doesnt matter
13869,negate,no im sorry it should be expensive
13870,reqalts,is the anything else
13871,inform,you said expensive
13872,inform,its expensive
13873,request,can i have the address and phone number
13874,request,what is the post code
13875,thankyou,thank you good bye
13876,inform,im looking for a moderately priced restaurant
13877,inform,in the south part of the town
13878,inform,i dont care
13879,reqalts,is there anything else
13880,reqalts,is there anything else
13881,request,uh can i have the address
13882,request,and phone number
13883,request,and whats the address
13884,thankyou,thank you good bye
13885,inform,i want to find a restaurant in any area
13886,negate,no
13887,inform,any area
13888,inform,international food
13889,inform,i dont care
13890,null,noise
13891,request,where is one
13892,request,uh whats the address
13893,request,whats the phone number
13894,thankyou,thank you good bye
13895,inform,im looking for a restaurant in the south
13896,inform,uh the south
13897,inform,greek food
13898,reqalts,how about chinese food
13899,reqalts,what about chinese
13900,affirm,yes
13901,affirm,yes
13902,inform,is doesnt matter
13903,request,can i have the address
13904,thankyou,thank you good bye
13905,inform,can i have an expensive restaurant
13906,inform,the south
13907,inform,it doesnt matter
13908,reqalts,is there anything else
13909,request,can i have the address
13910,thankyou,thank you good bye
13911,null,can i have an
13912,inform,restaurant serving english food
13913,inform,uh what about modern european
13914,inform,what about modern european food
13915,reqalts,okay what about modern european food
13916,affirm,right
13917,request,can i have the phone number
13918,thankyou,thank you good bye
13919,inform,can i have an expensive restaurant
13920,inform,east part of town
13921,inform,any kind
13922,request,can i have the address
13923,request,and whats the phone number
13924,thankyou,thank you good bye
13925,inform,im looking for a cheap restaurant
13926,inform,the north
13927,inform,any kind
13928,reqalts,is there anything else
13929,request,can i have the address
13930,request,and whats the phone number
13931,thankyou,thank you good bye
13932,null,sil
13933,inform,west
13934,inform,traditional
13935,inform,british
13936,affirm,yes
13937,inform,moderate
13938,request,address
13939,request,phone number
13940,thankyou,thank you
13941,bye,good bye
13942,inform,west part of town
13943,inform,hungarian food
13944,inform,vietnamese food
13945,inform,vietnamese food
13946,affirm,yes
13947,request,phone number
13948,request,phone number
13949,thankyou,thank you
13950,bye,good bye
13951,inform,find a restaurant in the west part of town
13952,inform,signapore
13953,reqalts,how about india
13954,inform,indian food
13955,request,address
13956,request,address
13957,request,phone number
13958,bye,good bye
13959,request,price range
13960,inform,east
13961,inform,any food
13962,inform,moderate
13963,request,address
13964,request,phone number
13965,bye,good bye
13966,inform,im looking for a restaurant that has unintelligible
13967,inform,doesnt matter
13968,null,unintelligible
13969,affirm,yes
13970,inform,what about turkish
13971,inform,turkish
13972,inform,it doesnt matter
13973,affirm,right
13974,request,can i have the address phone number and post code
13975,request,whats the post code
13976,thankyou,thank you good bye
13977,inform,moderately priced restaurant in the north part of town
13978,inform,any
13979,null,any thing else
13980,request,phone number
13981,request,phone number
13982,thankyou,thank you good bye
13983,inform,moderately priced restaurant in the south part of town
13984,inform,any
13985,request,address
13986,null,code
13987,request,postcode
13988,request,postcode
13989,thankyou,thank you goodbye
13990,inform,cheap restaurant in he north part of town
13991,inform,any
13992,request,address
13993,request,phone number
13994,request,what type of venue
13995,thankyou,thank you good bye
13996,inform,east part of town
13997,inform,any
13998,affirm,yes
13999,inform,cheap
14000,request,address
14001,request,phone number
14002,bye,good bye
14003,thankyou,thank you good bye
14004,inform,south part of town
14005,inform,any
14006,inform,moderate
14007,reqalts,anything else
14008,request,address
14009,thankyou,thank you good bye
14010,null,noise
14011,inform,mediterranean food
14012,request,phone number
14013,request,phone number
14014,thankyou,thank you good bye
14015,null,sil
14016,inform,moderately priced
14017,inform,doesnt matter
14018,affirm,yes
14019,inform,swiss food
14020,inform,swiss food
14021,inform,british food
14022,inform,british food
14023,null,sil
14024,request,phone number
14025,request,phone number
14026,thankyou,thank you good bye
14027,null,unintelligible
14028,inform,west
14029,inform,australian
14030,inform,indian
14031,request,the address
14032,request,and the phone number
14033,thankyou,thank you good bye
14034,inform,moderately
14035,inform,north
14036,inform,north
14037,inform,any
14038,inform,moderate
14039,request,the phone number
14040,thankyou,thank you good bye
14041,inform,im looking for a restaurant that serves british food
14042,inform,the south
14043,reqalts,what about the center of town
14044,request,whats the address
14045,request,whats the phone number
14046,thankyou,thank you good bye
14047,inform,unintelligible restaurant
14048,inform,south
14049,inform,south part of town
14050,inform,south
14051,inform,south
14052,affirm,yes
14053,inform,dont matter
14054,inform,doesnt matter
14055,inform,dont matter
14056,inform,expensive
14057,request,address
14058,request,phone number
14059,request,type of food
14060,request,type of food
14061,thankyou,thank you good bye
14062,inform,cheap restaurant mediterranean food
14063,request,address and phone number
14064,request,address phone number
14065,thankyou,thank you good bye
14066,inform,cheap restaurant west part of town
14067,inform,any
14068,reqalts,anything else
14069,thankyou,thank you good bye
14070,null,noise
14071,inform,looking for a moderately priced restaurant
14072,inform,serves british food
14073,inform,would like british food
14074,inform,north
14075,inform,the south
14076,null,cough
14077,null,cough
14078,inform,british
14079,affirm,yes
14080,request,where is it
14081,request,what is the address
14082,request,what is the phone number
14083,thankyou,thank you good bye
14084,inform,i would like traditional food in the south part of town
14085,reqalts,how about italian
14086,request,what is the phone number and post code
14087,thankyou,thank you good bye
14088,inform,yea id like a restaurant in the west part of town thats
14089,inform,british
14090,inform,it doesnt matter
14091,request,what is the address
14092,request,what is the phone number
14093,thankyou,thank you good bye
14094,inform,i would like malaysian food in the center part of
14095,reqalts,how about korean food
14096,inform,i would like korean food
14097,affirm,yes
14098,request,what is the address and phone number
14099,thankyou,thank you good bye
14100,null,noise
14101,inform,south
14102,inform,cheap
14103,inform,cheap
14104,inform,it doesnt matter
14105,inform,just give me a cheap restaurant
14106,request,what is the phone number
14107,thankyou,thank you good bye
14108,inform,im looking for international food
14109,inform,it doesnt matter
14110,inform,i dont care about the price range
14111,request,what is the address
14112,thankyou,thank you good bye
14113,inform,i would like a restaurant in the west part of town that serves cuban food
14114,reqalts,how bout indian food
14115,inform,indian food
14116,request,can i have the address and phone number please
